SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511243,CHOLAFIN    ,A ,Q,543.85,547.20,534.60,539.45,539.45,543.85,3706,162905,88135459.00,
511333,VLS FINANCE ,B ,Q,80.90,83.20,80.90,81.65,81.80,80.50,149,8964,736035.00,
511355,IND CEM CAP ,X ,Q,4.93,5.17,4.93,5.17,5.17,4.93,8,2500,12920.00,
511359,AD-MANUM FIN,X ,Q,16.30,16.95,16.20,16.85,16.85,17.05,9,1049,17088.00,
511389,VIDEOCON IND,Z ,Q,4.48,4.59,4.30,4.51,4.54,4.46,320,274628,1223520.00,
511391,INTER GLOB F,XT,Q,13.77,13.77,13.77,13.77,13.77,13.51,1,50,688.00,
511411,SHRISTINFRA ,XT,Q,55.60,58.40,55.60,58.40,58.40,55.65,7,165,9495.00,
511413,CREST       ,B ,Q,84.00,87.85,84.00,84.60,84.60,84.00,26,4130,354041.00,
511431,VAKRANGEE   ,A ,Q,60.05,61.90,59.45,61.40,61.40,59.90,2094,512199,31162584.00,
511463,ALEXANDER   ,X ,Q,17.20,18.00,17.20,17.90,17.90,18.10,75,10570,185112.00,
511473,IND.BANK MER,B ,Q,12.92,13.20,12.68,13.02,13.20,12.72,38,2666,34370.00,
511501,BHARAT BHUSH,X ,Q,16.55,17.05,15.45,16.45,17.00,16.85,9,289,4708.00,
511505,CAPITAL TRUS,T ,Q,91.55,95.75,90.70,93.70,93.70,95.45,66,3249,299150.00,
511509,VIVO BIO TEC,X ,Q,47.50,50.85,47.50,48.70,48.55,49.30,52,2244,108498.00,
511523,VEERHEALTH  ,X ,Q,7.20,7.58,7.01,7.58,7.58,7.22,4,477,3614.00,
511525,PAN INDIA C ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,22,200952,98466.00,
511533,SAHARA HOUSG,X ,Q,34.60,36.75,34.60,36.70,36.70,35.05,6,209,7439.00,
511543,GSB FINANCE ,X ,Q,8.63,8.63,8.63,8.63,8.63,8.63,1,1,8.00,
511549,MORARKA FIN.,X ,Q,29.05,33.90,29.05,30.85,30.85,31.90,51,2986,92282.00,
511551,MONARCH     ,X ,Q,65.50,67.75,65.50,65.50,65.50,66.35,24,8347,547735.00,
511557,PRO FIN CAP.,X ,Q,31.00,31.90,30.15,30.15,30.15,29.95,4,1139,35477.00,
511559,TIMES GUARAN,B ,Q,25.75,25.75,25.75,25.75,25.75,24.75,1,14,360.00,
511589,AVONMORE    ,X ,Q,16.40,18.65,16.40,18.40,18.45,17.60,25,2998,53860.00,
511605,ARIHANT CAP.,X ,Q,73.25,73.25,69.30,69.55,69.55,70.90,43,4026,282052.00,
511609,ISL CONSULT ,X ,Q,11.19,12.35,11.19,12.35,12.35,11.77,3,2780,34240.00,
511611,DCM FINANCIA,T ,Q,1.42,1.42,1.42,1.42,1.42,1.36,4,1140,1618.00,
511618,JIK INDUS.  ,T ,Q,0.51,0.51,0.51,0.51,0.51,0.51,1,38,19.00,
511628,IMCAP       ,X ,Q,55.00,56.95,54.20,56.95,56.95,56.20,4,105,5706.00,
511630,SAMBHAAV MED,B ,Q,2.06,2.06,1.99,2.06,2.06,1.97,13,6299,12633.00,
511658,NETTLINX LTD,X ,Q,65.05,67.55,65.05,66.50,66.50,66.95,20,3926,261020.00,
511672,SCANSTL     ,XT,Q,21.10,21.10,21.10,21.10,21.10,20.10,18,6999,147678.00,
511676,GIC HOUSING ,A ,Q,116.20,119.90,116.20,118.25,119.00,118.20,413,24188,2857041.00,
511700,STD.CAP.MRKT,XT,Q,1.24,1.24,1.24,1.24,1.24,1.24,1,1,1.00,
511710,CUBICAL FIN.,X ,Q,1.72,1.88,1.72,1.87,1.87,1.80,19,7519,13694.00,
511712,RELIC TECHNO,X ,Q,14.00,14.00,14.00,14.00,14.00,14.00,1,2,28.00,
511714,NIMBSPROJ   ,XT,Q,17.00,17.30,16.00,17.00,17.30,16.50,15,1002,16749.00,
511716,ESCORT FINAN,XT,Q,3.50,3.50,3.19,3.35,3.49,3.35,20,7754,25079.00,
511724,BAID LEASING,X ,Q,27.90,28.80,25.35,28.60,28.60,27.90,6,585,16150.00,
511726,VIPUL LTD   ,T ,Q,30.10,32.95,30.10,31.00,31.00,31.65,28,3003,91986.00,
511736,USHDEV INTNL,XT,Q,0.34,0.34,0.34,0.34,0.34,0.33,31,354405,120497.00,
511742,UGROCAP     ,X ,Q,115.95,115.95,108.00,109.75,109.75,115.35,215,50928,5688884.00,
511754,SHALIB.FINAN,X ,Q,58.40,58.40,58.00,58.40,58.40,55.65,4,587,34270.00,
511758,MANSI FINANC,XT,Q,29.90,29.90,29.90,29.90,29.90,30.50,3,12,358.00,
511766,MUTHOOT CAP ,B ,Q,372.30,389.90,370.50,388.25,389.90,372.30,964,7904,3035738.00,
511768,MASTER TRUST,X ,Q,45.60,45.60,45.60,45.60,45.60,46.50,5,273,12448.00,
512020,SARASW.COMM.,X ,Q,2334.90,2335.80,2334.90,2335.80,2335.80,2224.60,22,104,242877.00,
512047,ROYAL IND   ,X ,Q,0.81,0.81,0.80,0.80,0.80,0.78,9,2963,2379.00,
512048,LUHARUKA    ,X ,Q,0.45,0.48,0.45,0.48,0.48,0.46,9,12550,5763.00,
512064,VISVEN      ,XT,Q,47.50,47.50,47.50,47.50,47.50,47.50,1,2,95.00,
512068,DECCANGOLD  ,X ,Q,18.25,18.25,17.50,18.25,18.25,17.40,479,323386,5853992.00,
512070,UPL         ,A ,Q,642.55,668.95,642.55,661.15,659.70,646.10,4361,255120,168081908.00,
512093,CRANES SOFTW,XT,Q,1.58,1.58,1.58,1.58,1.58,1.61,15,3237,5114.00,
512131,SIGNET IND  ,B ,Q,30.25,30.75,29.40,30.15,30.15,30.35,54,2887,87334.00,
512161,SECURKLOUD  ,B ,Q,87.15,87.45,87.15,87.45,87.45,83.30,30,1356,118458.00,
512165,ABANSENT    ,X ,Q,110.00,116.80,107.05,112.35,112.70,110.00,12,772,86022.00,
512169,CAPRICORN   ,XT,Q,7.50,7.50,7.50,7.50,7.50,7.88,1,1,7.00,
512175,VAMA INDS   ,X ,Q,6.69,6.89,6.32,6.87,6.87,6.50,11,460,2992.00,
512179,SUNTECK REAL,A ,Q,280.00,287.55,278.00,283.25,283.25,275.55,761,30000,8488679.00,
512197,SILVEROAK   ,Z ,Q,2.50,2.50,2.50,2.50,2.50,2.50,1,4,10.00,
512217,PRISM MEDI  ,X ,Q,10.98,10.98,10.98,10.98,10.98,11.20,30,9018,99017.00,
512229,VERITAS     ,XT,Q,70.15,70.20,67.50,67.55,67.95,68.85,188,11141,760814.00,
512237,JAI CORP LTD,A ,Q,85.50,86.30,84.00,84.85,85.30,85.20,514,73084,6234106.00,
512247,ASHIRWAD CAP,XT,Q,4.20,4.20,3.88,4.03,3.97,4.08,224,59446,236220.00,
512257,SVARTCORP   ,X ,Q,3.27,3.27,3.09,3.19,3.20,3.21,19,3093,9791.00,
512267,MEDIA MATRIX,X ,Q,4.77,4.77,4.27,4.68,4.70,4.73,27,6437,30191.00,
512296,BHAGYA INL  ,T ,Q,47.40,47.40,47.10,47.40,47.40,45.15,27,5343,253096.00,
512329,KRL         ,XT,Q,126.15,126.15,125.00,125.00,125.00,120.15,3,112,14115.00,
512344,ARAVALI SEC.,X ,Q,1.74,1.74,1.59,1.59,1.59,1.66,4,402,669.00,
512379,CRESSANDA SO,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,10,3464,1697.00,
512381,STARTECK    ,X ,Q,79.70,79.70,73.20,78.00,78.00,76.00,262,14629,1107932.00,
512393,SHARDUL SECU,XT,Q,48.05,48.20,48.05,48.20,48.20,49.50,2,200,9625.00,
512437,APOLLO FIN I,X ,Q,328.00,332.75,314.35,316.30,319.00,320.90,99,1465,475018.00,
512453,SHRI JAGDAMB,X ,Q,511.50,514.95,495.00,503.50,505.60,505.05,120,1156,584176.00,
512455,LLOYDS MET E,XT,Q,10.72,11.55,10.49,11.45,11.48,11.04,140,32505,366929.00,
512463,SHREE GLOBAL,XT,Q,2.30,2.36,2.19,2.35,2.35,2.30,27,4296,9866.00,
512477,BETEX INDIA ,X ,Q,45.00,45.65,43.95,45.50,45.50,44.80,22,3981,180605.00,
512481,POLYTEX(P)  ,Z ,Q,2.14,2.14,2.14,2.14,2.14,2.18,1,121,258.00,
512489,OASIS SECUR.,X ,Q,21.70,21.70,21.70,21.70,21.70,22.80,1,1,21.00,
512493,GARNET INTL ,X ,Q,23.00,23.25,21.05,22.85,22.05,22.15,50,20700,460532.00,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,54,27370,13411.00,
512519,DONEAR IND. ,B ,Q,30.55,30.90,30.35,30.50,30.50,30.30,48,2987,91627.00,
512527,SUPER SAL IN,XT,Q,586.90,586.90,561.00,576.05,579.00,589.00,14,531,304247.00,
512529,SEQUENT     ,A ,Q,243.00,252.80,240.00,247.60,247.60,241.80,3077,104142,25813642.00,
512531,STC INDIA   ,B ,Q,75.70,76.45,75.15,75.15,75.15,79.10,374,66173,4985993.00,
512553,ZENITH EXP. ,B ,Q,65.25,65.25,65.25,65.25,65.25,67.00,1,25,1631.00,
512565,R.T.EXPORTS ,X ,Q,2.44,2.44,2.44,2.44,2.44,2.33,1,100,244.00,
512573,AVANTI FEEDS,A ,Q,446.60,456.00,444.40,449.55,450.05,445.20,4925,79702,35909192.00,
512587,ZODIAC JRD  ,B ,Q,24.90,26.20,24.10,25.05,25.50,24.95,128,1958,49370.00,
512597,KEYFINSER   ,B ,Q,57.25,57.25,57.25,57.25,57.25,54.55,16,825,47231.00,
512599,ADANI ENTER ,A ,Q,1153.90,1240.45,1142.65,1225.55,1225.55,1138.20,29981,1017808,1225291284.00,
512604,HARIA EXPORT,X ,Q,0.86,0.86,0.86,0.86,0.86,0.90,1,950,817.00,
512608,BHANDARI HOS,T ,Q,2.30,2.39,2.22,2.28,2.28,2.30,31,21758,49124.00,
512618,RLF LIMITED.,XT,Q,4.09,4.09,4.09,4.09,4.09,4.01,7,2264,9259.00,
512624,REGENTRP    ,XT,Q,2.64,2.64,2.64,2.64,2.64,2.69,5,1720,4540.00,
512626,ORBIT EXPORT,B ,Q,56.15,63.50,56.15,59.20,58.25,56.80,87,2436,142720.00,
512634,SAVERA IND  ,X ,Q,40.55,43.85,40.55,43.25,43.60,41.20,11,209,8857.00,
513005,VBC FERRO   ,XT,Q,11.64,11.64,10.63,11.64,11.64,11.09,4,218,2517.00,
513010,TATASTLLP   ,A ,Q,749.30,767.00,741.35,747.15,747.15,734.95,457,4582,3455503.00,
513023,NAV BHAR VEN,A ,Q,71.90,73.50,71.85,72.45,72.70,71.80,821,94233,6852863.00,
513043,REMI EDEL   ,X ,Q,18.50,18.50,18.50,18.50,18.50,18.00,12,4860,89910.00,
513059,G.S.AUTO INT,XT,Q,4.75,4.78,4.51,4.55,4.55,4.56,9,3299,15321.00,
513097,SHIV.BIMETAL,X ,Q,84.95,86.45,83.05,83.60,84.80,83.60,232,13745,1158709.00,
513108,GANDHI SP.TU,B ,Q,268.00,271.00,264.50,270.30,270.80,266.60,97,1276,343724.00,
513117,AMFORGE IND.,XT,Q,1.70,1.73,1.70,1.70,1.70,1.73,4,225,382.00,
513121,ORICON ENT  ,T ,Q,19.45,19.85,19.40,19.80,19.80,19.00,35,15112,295433.00,
513149,ACROW INDIA ,X ,Q,130.55,137.85,126.10,136.45,136.45,138.50,7,681,89114.00,
513179,NAT STL AGRO,T ,Q,4.30,4.47,4.06,4.16,4.16,4.27,13,20622,90488.00,
513216,UTTAM GALVA ,T ,Q,6.80,7.35,6.80,7.31,7.30,7.15,109,96809,697453.00,
513228,PENNAR STEEL,B ,Q,17.50,18.55,17.20,18.15,18.05,17.35,365,77345,1403928.00,
513250,JYOTI STRUCT,Z ,Q,5.38,5.38,5.38,5.38,5.38,5.13,21,13879,74669.00,
513252,JAY USHIN   ,X ,Q,428.10,459.50,428.05,440.15,440.15,443.00,11,58,25413.00,
513262,ST.STR.WHEEL,B ,Q,734.00,752.45,730.00,733.75,730.00,721.70,320,2468,1828095.00,
513269,MAN IND.(I) ,B ,Q,78.05,80.20,78.05,78.85,78.70,79.15,219,18585,1473152.00,
513295,IMEC        ,X ,Q,1.09,1.09,1.08,1.08,1.08,1.12,3,201,218.00,
513305,TERRASCOPE  ,X ,Q,1.79,1.97,1.79,1.95,1.95,1.88,21,23627,42878.00,
513307,SYNTHIKO FOI,XT,Q,24.20,24.20,24.15,24.15,24.15,24.15,4,506,12220.00,
513309,GOLKONDA    ,Z ,Q,8.29,8.29,7.97,7.97,7.97,8.13,13,11167,89411.00,
513335,METALFORGE  ,T ,Q,5.50,5.50,5.13,5.50,5.50,5.35,13,4105,21658.00,
513343,GRAND FOUND ,B ,Q,1.90,1.90,1.90,1.90,1.90,1.96,3,140,266.00,
513349,AJMERA      ,B ,Q,118.35,119.40,117.00,118.60,117.55,117.00,406,19971,2361568.00,
513353,COCHIN MIN. ,X ,Q,114.00,115.60,110.30,113.20,112.65,113.20,88,3658,412028.00,
513361,ISW LTD     ,XT,Q,0.75,0.78,0.72,0.74,0.76,0.75,143,202801,148983.00,
513369,RAJKUMAR FRG,X ,Q,40.00,40.00,40.00,40.00,40.00,40.15,1,100,4000.00,
513375,CARBORUNDUM ,A ,Q,491.35,505.00,490.55,500.00,500.00,492.25,543,9562,4777054.00,
513377,MINERAL&METL,A ,Q,43.30,45.20,43.30,43.90,43.90,44.30,1102,356600,15752389.00,
513397,VALLABH STEL,X ,Q,9.92,9.92,9.92,9.92,9.92,10.44,1,1,9.00,
513401,ASHIANA ISP.,X ,Q,11.01,11.01,11.01,11.01,11.01,10.49,4,1035,11395.00,
513434,TATA METALIK,A ,Q,846.35,864.10,833.30,851.55,853.60,837.75,1054,23947,20419100.00,
513436,SHAH ALLOYS ,T ,Q,8.15,8.61,8.10,8.36,8.40,8.20,25,4401,36628.00,
513446,JSWISPL     ,B ,Q,30.30,30.30,30.30,30.30,30.30,28.90,101,39591,1199607.00,
513456,KANISHK ST. ,XT,Q,9.15,9.40,9.00,9.40,9.40,8.97,7,1102,9953.00,
513460,MAHALAXMI SM,Z ,Q,3.33,3.33,3.33,3.33,3.33,3.50,5,286,952.00,
513472,SIMPLEX CAST,X ,Q,14.65,16.25,14.65,15.55,16.25,15.00,7,1100,17075.00,
513488,SH.STEEL WIR,X ,Q,23.45,23.65,20.75,23.00,23.00,21.60,30,4724,106889.00,
513498,SOUTH.MAGNES,XT,Q,9.51,10.45,9.51,10.30,10.30,9.99,7,9084,93489.00,
513502,BARODA EXTR.,XT,Q,0.95,0.95,0.95,0.95,0.95,0.96,29,6551,6223.00,
513509,KALYANI FORG,T ,Q,195.75,195.75,187.00,193.65,193.65,196.00,10,297,57035.00,
513511,PANCH.STEEL ,X ,Q,38.55,41.25,36.05,39.70,40.00,38.55,29,1887,75466.00,
513513,ADITYA ISPAT,X ,Q,5.50,5.51,5.50,5.51,5.51,5.25,6,1100,6059.00,
513517,STEELCAST   ,X ,Q,132.30,139.00,132.30,135.50,133.20,135.05,14,1044,141448.00,
513519,PITTIENG    ,B ,Q,67.70,67.70,66.10,66.85,66.55,66.85,505,105551,7060960.00,
513528,GLITTEK GRAN,X ,Q,1.53,1.53,1.53,1.53,1.53,1.61,1,300,459.00,
513532,PRADEEP MET.,X ,Q,38.65,38.65,37.55,37.85,37.80,38.00,15,1612,61618.00,
513536,GNRL        ,XT,Q,12.16,12.16,12.16,12.16,12.16,12.40,22,3355,40796.00,
513540,T.N.STEEL TU,P ,Q,9.24,9.42,9.24,9.42,9.42,9.24,3,400,3750.00,
513548,SHARDA ISPAT,XT,Q,53.10,53.10,52.05,52.05,52.05,53.10,19,297,15530.00,
513554,MAHA STEEL  ,B ,Q,83.80,89.70,82.60,84.10,84.05,83.30,310,10451,897340.00,
513558,REAL STRIPS ,X ,Q,9.98,9.98,9.98,9.98,9.98,9.99,2,120,1197.00,
513566,NOVA IRON&ST,XT,Q,6.73,6.73,6.60,6.60,6.60,6.60,7,529,3558.00,
513579,FOUNDRY FUEL,Z ,Q,2.58,2.58,2.58,2.58,2.58,2.53,2,126,325.00,
513599,HIND.COPPER ,A ,Q,137.80,138.25,135.80,138.25,138.25,131.70,1867,490433,67717186.00,
513605,SRIPIPES    ,A ,Q,170.60,175.20,169.80,174.75,174.75,171.40,288,5805,1002096.00,
513683,NLCINDIA    ,A ,Q,49.85,50.20,49.40,49.45,49.45,49.45,294,61673,3067395.00,
513691,JMT AUTO LTD,T ,Q,2.65,2.65,2.51,2.53,2.53,2.58,44,20376,52273.00,
513693,KIC METALIKS,X ,Q,28.40,31.65,27.50,30.80,30.80,28.60,116,29055,872537.00,
513699,SOLID STONE ,X ,Q,35.35,35.35,35.35,35.35,35.35,39.25,15,355,12549.00,
513709,SHILP GRAVUR,X ,Q,92.85,92.85,91.05,92.00,92.00,90.00,46,5684,523154.00,
513713,WHITEORG    ,X ,Q,4.40,4.40,4.10,4.21,4.20,4.14,72,13449,57128.00,
513729,ARO GRANITE ,B ,Q,41.10,41.10,39.30,40.30,40.20,40.75,90,7149,286773.00,
514010,HIM.FIBRES  ,XT,Q,2.13,2.13,2.13,2.13,2.13,2.17,1,3,6.00,
514030,DEEPAK SPINN,X ,Q,94.80,94.80,90.00,94.35,94.75,91.00,60,8519,792560.00,
514034,JBF IND.LTD ,B ,Q,14.38,14.47,14.00,14.05,14.00,14.35,57,10952,154966.00,
514036,LOY.TEX MILL,X ,Q,470.00,490.00,470.00,485.00,485.00,472.45,9,193,94390.00,
514043,HIMAT.SEIDE ,A ,Q,143.25,147.10,140.60,142.50,144.00,143.15,343,9084,1308213.00,
514045,BSL LTD.    ,B ,Q,35.55,36.75,35.05,36.50,36.50,34.70,101,5015,181096.00,
514087,PBM POLYTEX ,X ,Q,52.50,52.50,48.20,52.35,52.35,51.00,7,76,3893.00,
514128,KONARK SYN. ,XT,Q,8.39,8.39,8.39,8.39,8.39,8.83,2,100,839.00,
514140,SURYAVA SPIN,X ,Q,7.95,7.95,7.67,7.67,7.67,7.80,8,1675,13267.00,
514142,TT LTD.     ,B ,Q,46.45,48.50,46.00,48.00,48.00,46.50,18,350,16484.00,
514162,WELSPUN (I) ,A ,Q,83.10,83.65,80.75,81.30,81.30,83.10,829,60980,4986222.00,
514165,IND.ACRYLICS,X ,Q,10.15,10.25,10.00,10.08,10.05,10.00,143,32041,325000.00,
514167,GANESH ECOSP,B ,Q,582.55,585.00,564.50,571.15,572.50,579.10,168,1876,1077579.00,
514171,CEETA IND.  ,XT,Q,9.22,9.22,9.22,9.22,9.22,9.40,1,1,9.00,
514175,VARDHMAN POL,B ,Q,15.95,16.40,15.55,15.70,15.90,16.35,68,6748,107508.00,
514183,BLA ROS IND ,X ,Q,193.00,194.00,183.00,187.70,187.70,189.20,4134,169180,31715181.00,
514197,ST CORP     ,XT,Q,4.29,4.29,4.29,4.29,4.29,4.29,5,208,892.00,
514211,SUMEET INDUS,T ,Q,5.49,5.71,5.22,5.31,5.31,5.44,302,242241,1356254.00,
514215,BINNY LTD.  ,XT,Q,116.55,122.35,113.00,122.35,122.35,116.55,73,6484,767438.00,
514223,RAMGOPAL POL,XT,Q,1.14,1.14,1.14,1.14,1.14,1.09,2,215,245.00,
514234,SANGAM INDIA,T ,Q,76.80,78.65,76.80,76.90,76.90,75.10,12,1717,131940.00,
514240,KUSHIND     ,X ,Q,1.74,1.74,1.74,1.74,1.74,1.73,15,3804,6618.00,
514248,SREECHEM RES,P ,Q,11.86,11.86,11.86,11.86,11.86,11.30,4,900,10674.00,
514266,ZENITH FIBRE,X ,Q,37.90,41.25,37.90,38.30,38.30,37.85,23,1407,54061.00,
514272,BHILWARA SP.,X ,Q,14.50,14.50,14.50,14.50,14.50,14.58,2,200,2900.00,
514274,AARVEE DENIM,B ,Q,17.10,17.95,17.00,17.95,17.95,17.85,8,820,14089.00,
514286,ASHIMA LTD. ,B ,Q,15.30,15.95,15.30,15.70,15.70,15.80,23,4897,76981.00,
514300,PIONEER EMB ,B ,Q,39.85,39.95,39.40,39.50,39.50,40.00,21,169,6729.00,
514302,VIPPY SPIN. ,X ,Q,43.40,45.00,42.00,42.85,42.00,43.45,4,224,9653.00,
514316,RAGHUVIR SYN,X ,Q,190.00,190.00,180.50,180.50,180.50,190.00,3,3,560.00,
514322,KAMADGIRI   ,X ,Q,30.00,30.10,30.00,30.05,30.10,29.00,2,4,120.00,
514326,PATSPIN INDI,B ,Q,5.00,5.00,5.00,5.00,5.00,4.99,1,200,1000.00,
514330,ONEGLOBAL   ,X ,Q,5.04,5.04,5.04,5.04,5.04,4.95,1,200,1008.00,
514332,NEOINFRA    ,X ,Q,15.10,15.50,15.10,15.50,15.50,15.85,3,800,12360.00,
514354,PREMIER POLY,B ,Q,37.40,37.40,36.60,36.90,36.60,37.15,8,303,11162.00,
514358,EVERLON SYN.,X ,Q,11.50,11.50,11.50,11.50,11.50,11.00,1,1,11.00,
514360,KRRAIL      ,X ,Q,14.25,14.75,13.26,14.24,14.20,13.89,31,3640,51577.00,
514386,GUJ COTEX   ,X ,Q,1.08,1.08,1.08,1.08,1.08,1.08,1,130,140.00,
514394,AJIL        ,X ,Q,30.20,30.25,29.20,29.80,30.25,28.85,44,4827,145421.00,
514412,SARUPINDUS  ,X ,Q,17.70,17.70,17.70,17.70,17.70,17.70,1,1,17.00,
514418,MANORG      ,X ,Q,509.00,509.00,490.50,504.15,508.90,502.00,289,9020,4514476.00,
514428,HINDU.ADHESI,X ,Q,118.95,118.95,108.10,108.50,108.25,115.00,29,1576,175262.00,
514442,SRI KPR IND ,X ,Q,11.30,11.30,11.30,11.30,11.30,11.80,4,220,2486.00,
514448,JYOTI RESINS,X ,Q,506.60,525.00,504.00,520.10,524.00,506.60,153,3475,1794801.00,
514450,MAHA.RUBTECH,X ,Q,41.45,41.45,37.65,39.80,39.80,38.20,8,188,7649.00,
514460,OSWAL YARNS ,XT,Q,3.90,3.90,3.68,3.68,3.68,3.79,9,266,1000.00,
514470,WIMSOME TEXT,T ,Q,27.90,27.90,27.90,27.90,27.90,27.10,4,87,2427.00,
514484,THAMBI MOD. ,X ,Q,7.73,7.73,7.73,7.73,7.73,7.37,1,100,773.00,
515008,MOD.INSUL.  ,XT,Q,44.00,45.85,43.00,44.65,44.65,45.00,43,85266,3804065.00,
515030,ASAHI IN.GLA,A ,Q,300.05,309.00,300.05,303.20,303.90,306.65,245,4784,1463701.00,
515037,MURD.CERAM  ,B ,Q,19.55,20.40,19.15,19.90,19.80,19.55,169,9201,181938.00,
515043,SAINT-GOBAIN,X ,Q,66.25,67.90,66.05,66.30,66.30,66.40,252,35014,2345818.00,
515055,ANANTRAJ    ,B ,Q,51.60,55.00,51.60,53.05,53.05,53.90,442,48025,2586480.00,
515059,MADHUS.IND. ,X ,Q,10.64,11.05,10.64,11.05,11.05,11.20,2,2,21.00,
515085,RESTILE CER.,X ,Q,2.19,2.19,2.02,2.10,2.10,2.10,8,176,360.00,
515093,MADHAV MARB.,B ,Q,51.70,51.80,48.00,48.60,48.60,47.80,31,1380,68045.00,
515127,RAMASIGNS   ,X ,Q,1.99,1.99,1.99,1.99,1.99,1.90,1,100,199.00,
515145,HIND.NAT.GLS,T ,Q,31.65,33.85,31.60,32.70,33.55,33.20,63,8297,272774.00,
515147,HALDYN GLASS,X ,Q,31.75,32.50,31.10,31.35,31.35,31.50,285,100487,3189490.00,
516003,DUROPLY     ,X ,Q,54.00,56.75,53.00,54.00,54.00,54.00,11,1960,106387.00,
516007,MANGALAM TIM,B ,Q,11.00,11.14,10.95,10.95,10.95,11.16,5,140,1545.00,
516016,SHREYANS IND,B ,Q,102.05,103.10,100.45,101.00,101.30,100.30,101,3351,339004.00,
516020,AGIO PAPER  ,XT,Q,1.86,1.86,1.86,1.86,1.86,1.78,1,20,37.00,
516022,STAR PAPER  ,B ,Q,119.80,120.55,118.15,119.15,119.50,118.85,54,2467,295645.00,
516030,YASHPAKKA   ,X ,Q,77.85,80.80,77.85,79.05,78.65,78.90,203,25334,2013407.00,
516032,SARDA PAPERS,XT,Q,3.87,3.87,3.87,3.87,3.87,3.87,1,2100,8127.00,
516062,NAT.PLYWOOD ,Z ,Q,5.55,5.55,5.51,5.51,5.51,5.80,3,37,203.00,
516064,ARROWGREEN  ,T ,Q,73.35,75.00,73.35,73.50,73.50,72.90,9,115,8457.00,
516072,VISHNU CHEM ,B ,Q,323.90,325.05,313.00,325.00,325.05,309.60,331,4243,1361213.00,
516078,JUMBO BAG   ,Z ,Q,8.11,8.11,8.11,8.11,8.11,8.34,1,500,4055.00,
516082,N.R.AGARWAL ,B ,Q,241.50,242.50,235.00,238.85,237.45,243.30,104,1222,291234.00,
516086,SH.RAJES.PAP,XT,Q,2.06,2.06,2.00,2.00,2.00,2.06,3,400,818.00,
516092,3PLAND      ,B ,Q,8.80,8.80,8.69,8.69,8.69,8.86,14,2005,17423.00,
516098,VENTURA TEXL,X ,Q,2.82,2.82,2.82,2.82,2.82,2.69,3,831,2343.00,
516106,SH.KARTHIK P,X ,Q,2.29,2.29,2.29,2.29,2.29,2.19,1,500,1145.00,
516108,S.I.PAPER   ,X ,Q,88.00,88.00,84.00,85.15,85.15,85.10,29,7093,603595.00,
516110,SCANDENT    ,XT,Q,16.20,16.20,16.20,16.20,16.20,15.50,3,12,194.00,
517015,VINDHYA TELE,A ,Q,819.75,827.00,808.55,816.65,816.65,810.30,136,625,511743.00,
517035,RUTTONSHA IN,XT,Q,56.80,56.95,51.65,56.90,56.90,54.35,30,1985,111112.00,
517041,ADORWELDING ,B ,Q,305.95,320.05,305.80,315.45,315.45,303.55,246,1696,531599.00,
517059,SALZER ELEC ,B ,Q,124.15,126.00,123.20,123.45,123.20,123.15,94,2816,351748.00,
517063,JETINFOTRAN ,X ,Q,37.25,38.30,34.80,37.50,37.50,36.50,23,2645,100339.00,
517096,APLAB LTD.  ,X ,Q,17.25,17.50,17.00,17.25,17.25,16.65,16,2218,38299.00,
517119,PCS TECH    ,X ,Q,5.10,5.32,4.92,4.99,5.32,5.09,17,719,3633.00,
517146,USHA MART.LT,A ,Q,37.60,42.00,36.35,39.85,39.85,36.85,3528,1168769,46145347.00,
517166,SPEL SEMICON,XT,Q,15.45,15.48,14.75,15.14,15.34,14.75,142,57578,864320.00,
517168,SUBROS LTD. ,A ,Q,329.75,329.75,312.65,317.70,314.90,319.20,117,1994,638570.00,
517174,HONEYWELL   ,A ,Q,45255.00,45350.10,44500.00,44606.70,44506.00,45261.10,231,383,17162061.00,
517201,SWITCH.TECH.,X ,Q,30.10,30.10,30.10,30.10,30.10,30.05,1,100,3010.00,
517206,LUMAX IND   ,B ,Q,1600.00,1601.20,1572.05,1592.70,1595.65,1610.95,253,644,1023400.00,
517214,DIGISPICE   ,T ,Q,47.20,47.20,47.20,47.20,47.20,49.65,139,20592,971942.00,
517230,PREM.AU.ELEC,Z ,Q,12.05,12.05,12.05,12.05,12.05,11.48,12,2066,24895.00,
517236,CALCOM VISIO,XT,Q,34.00,34.00,33.10,33.10,33.10,34.80,8,2409,81882.00,
517238,DYNAVISION  ,XT,Q,64.00,65.05,64.00,65.05,65.05,66.00,2,73,4696.00,
517246,BCC FUBA    ,XT,Q,19.85,19.85,19.85,19.85,19.85,20.25,8,1551,30787.00,
517264,FINELINE CI ,X ,Q,22.00,22.35,20.25,22.20,22.35,21.30,22,4140,91081.00,
517271,HBL P SYS   ,B ,Q,34.95,34.95,33.10,33.50,33.50,33.40,236,24060,815235.00,
517273,S&S POWER SW,T ,Q,21.00,21.75,20.00,21.75,21.75,20.75,10,187,3751.00,
