SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500089,DIC INDIA   ,B ,Q,397.85,397.85,390.00,390.65,390.65,394.05,8,232,91090.00,
500092,CRISIL LTD  ,A ,Q,1799.00,1845.55,1770.00,1778.30,1780.60,1790.40,985,3935,7104945.00,
500093,CGPOWER     ,B ,Q,68.70,68.70,65.35,66.45,66.70,68.70,1053,222553,14744083.00,
500096,DABUR (I)   ,A ,Q,539.00,541.10,534.20,536.95,537.55,538.60,1427,44497,23906118.00,
500097,DALMIASUG   ,A ,Q,180.90,182.00,175.45,180.70,180.80,184.25,406,16858,3020314.00,
500101,ARVIND Ltd  ,A ,Q,69.20,69.20,64.65,66.25,66.25,69.15,1779,212048,13942547.00,
500102,BALARPUR IND,Z ,Q,1.13,1.15,1.08,1.14,1.14,1.13,278,639307,721977.00,
500103,BHEL        ,A ,Q,51.00,51.05,48.45,48.95,48.95,50.95,5854,3226180,158815399.00,
500104,HIND.PETRO  ,A ,Q,240.00,240.00,229.50,235.05,234.95,237.40,1055,82997,19292624.00,
500106,IFCI LTD    ,A ,Q,12.25,12.47,11.99,11.99,11.99,12.62,7617,646909,7839889.00,
500108,MAHA.TELE   ,B ,Q,19.40,19.40,18.50,18.50,18.50,19.45,360,122907,2303521.00,
500109,MRPL        ,A ,Q,40.40,40.40,38.50,39.10,39.10,40.00,508,165564,6459431.00,
500110,CHENNAI PET.,A ,Q,104.00,104.00,97.85,98.65,98.80,103.05,382,26788,2650585.00,
500111,REL.CAP.    ,B ,Q,10.86,11.11,10.73,10.76,10.76,11.29,1395,861475,9320112.00,
500112,STATE BANK  ,A ,Q,366.00,368.95,349.10,353.65,353.65,370.55,30039,3261535,1159696391.00,
500113,STEEL AUTH. ,A ,Q,85.85,90.00,83.55,89.65,89.65,83.80,18099,6942646,604521399.00,
500114,TITAN       ,A ,Q,1549.65,1559.00,1500.55,1534.75,1538.65,1558.50,3657,63467,96822128.00,
500116,IDBI BANK L ,A ,Q,39.30,39.60,37.30,38.15,38.15,39.00,2577,1253533,47958539.00,
500117,DCW LTD.    ,B ,Q,27.55,28.05,26.50,27.05,27.05,28.15,396,205770,5581443.00,
500119,DHAMPUR SUGA,A ,Q,185.30,185.30,173.50,176.75,176.15,185.90,994,44754,7948033.00,
500120,DIAMINES&CHM,X ,Q,282.00,284.00,267.05,273.85,274.50,279.65,271,6483,1804359.00,
500123,ELANTAS     ,A ,Q,3367.90,3450.00,3300.00,3413.20,3420.00,3368.65,146,1727,5851001.00,
500124,DR.REDDY'S  ,A ,Q,4587.85,4587.85,4423.20,4556.05,4556.05,4587.85,5954,43492,196750722.00,
500125,E.I.D.PAR   ,A ,Q,328.95,328.95,303.00,314.80,318.55,324.20,1060,27034,8426154.00,
500126,PGHL        ,A ,Q,6170.00,6210.30,6087.20,6181.70,6183.00,6171.95,477,1827,11183786.00,
500128,ELEC.CASTING,B ,Q,25.00,26.75,25.00,25.50,25.50,25.70,432,142169,3670267.00,
500133,ESAB INDIA  ,A ,Q,1808.85,1808.85,1777.00,1792.10,1794.00,1829.05,160,596,1064793.00,
500135,EPL         ,A ,Q,235.00,238.20,224.55,225.45,225.45,235.80,897,34084,7851043.00,
500136,ESTER INDUS.,B ,Q,118.25,121.00,115.25,116.20,116.25,118.80,1424,76659,8965429.00,
500143,P.H.CAPITAL ,X ,Q,29.95,29.95,29.95,29.95,29.95,28.65,1,11,329.00,
500144,FINOL. CABLE,A ,Q,381.00,387.85,376.35,379.20,380.00,389.05,687,9951,3791671.00,
500147,COCKERILL   ,X ,Q,840.00,840.00,808.50,811.05,811.05,845.00,13,68,55708.00,
500148,UFLEX LTD   ,A ,Q,385.00,387.40,375.85,380.65,380.90,387.40,661,18929,7183283.00,
500150,FOSECO INDIA,B ,Q,1177.65,1186.45,1150.00,1180.75,1185.00,1199.80,78,166,193905.00,
500151,GOLDEN TOB  ,B ,Q,38.50,40.65,38.50,40.60,40.60,40.80,14,6065,241104.00,
500153,GANESH BENZO,X ,Q,68.00,72.50,65.50,68.35,69.00,67.80,425,43543,3011610.00,
500159,METROGLOBL  ,X ,Q,56.00,56.00,53.40,55.25,55.25,55.00,10,239,13110.00,
500160,GTL LTD.    ,B ,Q,5.65,5.74,5.54,5.74,5.74,5.47,56,4934,28265.00,
500163,GODFREY PH  ,A ,Q,928.00,928.00,892.05,914.50,917.00,928.55,714,6436,5844786.00,
500164,GODREJ IND  ,A ,Q,525.70,545.00,520.05,539.85,543.75,540.30,1458,14329,7605866.00,
500165,KANSAI NERO ,A ,Q,589.95,589.95,577.85,585.55,589.25,591.60,360,5166,3021820.00,
500166,GOODRICKE   ,X ,Q,219.20,219.20,207.70,210.20,210.20,217.15,137,7978,1674314.00,
500168,GOODYEAR (I),A ,Q,938.00,938.00,885.00,911.55,909.55,917.75,320,3244,2910881.00,
500170,GTN INDUS   ,X ,Q,10.50,10.97,10.33,10.96,10.96,10.87,12,1044,10832.00,
500171,GHCL LTD    ,A ,Q,230.00,238.20,227.00,237.30,238.20,229.50,1203,21879,5132904.00,
500173,GFLLIMITED  ,T ,Q,74.50,74.50,74.45,74.45,74.45,78.35,68,2866,213397.00,
500174,GUJ.LEASE   ,B ,Q,2.39,2.39,2.39,2.39,2.39,2.50,1,300,717.00,
500179,HCL INFOSYS ,B ,Q,9.50,9.56,9.11,9.31,9.31,9.32,295,101019,946597.00,
500180,HDFC BANK   ,A ,Q,1484.65,1484.65,1431.00,1449.00,1449.00,1486.50,12295,261180,378799855.00,
500182,HEROMOTOCO  ,A ,Q,2970.00,2971.95,2840.85,2876.40,2876.40,2958.10,7415,79339,230152565.00,
500183,HFCL        ,A ,Q,26.40,26.60,25.40,25.65,25.60,26.40,722,416509,10717266.00,
500184,HSCL        ,A ,Q,44.00,44.00,42.00,42.65,42.70,43.95,1149,275925,11808409.00,
500185,HIND.CONSTN.,A ,Q,8.47,8.74,8.05,8.44,8.44,8.47,10112,1028925,8591272.00,
500186,HIND.OIL EXP,A ,Q,97.95,99.95,93.95,99.25,99.00,98.00,1145,80498,7651402.00,
500187,HSIL        ,B ,Q,155.60,156.70,151.80,152.90,152.90,159.60,664,23255,3581407.00,
500188,HINDUS.ZI   ,A ,Q,283.80,303.00,277.80,297.55,297.55,280.10,4350,197137,57881215.00,
500189,NXTDIGITAL  ,B ,Q,470.30,487.95,470.00,483.75,483.75,489.50,15,212,100846.00,
500191,HMT LTD.    ,Z ,Q,31.35,31.90,30.40,31.65,31.65,31.95,52,3178,97644.00,
500192,PRAG BOSIMI ,XT,Q,1.60,1.67,1.52,1.60,1.60,1.60,12,3249,5068.00,
500193,HLVLTD      ,B ,Q,6.16,6.16,5.86,5.96,5.99,6.13,77,16580,98744.00,
500199,I.G.PETRO   ,B ,Q,418.55,442.45,415.05,420.15,415.05,430.15,420,4199,1789053.00,
500201,IND.GLYCOLS ,A ,Q,444.50,448.20,422.75,434.25,432.60,439.15,1674,45434,19649652.00,
500206,MARGO FIN   ,X ,Q,8.17,8.17,8.17,8.17,8.17,8.17,2,200,1634.00,
500207,INDO RAMA   ,B ,Q,39.30,39.30,35.75,37.50,37.50,39.00,92,11120,411017.00,
500209,INFOSYS LTD ,A ,Q,1389.80,1425.00,1385.00,1410.15,1410.15,1385.30,27287,659688,928027269.00,
500210,INGERSOLL   ,A ,Q,698.00,699.80,683.85,693.80,693.80,695.10,175,848,587123.00,
500211,INSILCO LTD.,X ,Q,6.51,6.84,6.51,6.54,6.71,6.68,45,9758,64764.00,
500213,INTER.TRAVEL,X ,Q,61.00,61.00,59.00,59.10,59.05,62.00,24,1180,70396.00,
500214,ION EXCHANGE,A ,Q,1294.60,1308.95,1250.05,1265.30,1265.30,1297.75,1055,35993,45646829.00,
500215,AGRO TECH FO,A ,Q,827.25,850.90,786.05,825.50,850.90,825.45,129,441,360975.00,
500219,JAIN IRRIG  ,A ,Q,19.05,19.90,18.45,19.15,19.15,19.35,1577,1139775,21752168.00,
500220,JASCH INDUST,X ,Q,59.90,61.75,57.50,59.30,59.30,59.70,36,4798,281328.00,
500223,JCT LTD     ,X ,Q,1.07,1.07,0.98,0.98,0.98,1.03,495,1292339,1293637.00,
500227,JINDAL POLYF,A ,Q,731.00,763.60,731.00,738.70,741.30,768.45,778,7234,5370586.00,
500228,JSWSL       ,A ,Q,514.45,522.30,503.65,517.55,517.55,508.60,13538,1098132,564680902.00,
500231,UMANG DAIR  ,B ,Q,58.70,59.80,56.55,57.15,58.00,59.95,126,10929,630200.00,
500233,KAJARIA CER.,A ,Q,951.00,962.00,928.70,947.05,943.40,941.90,975,21625,20433489.00,
500234,KAKATIYA CEM,B ,Q,170.00,171.00,166.95,170.50,171.00,173.90,32,973,164999.00,
500235,KALYANI STEL,A ,Q,336.85,347.55,329.40,339.75,339.75,335.45,1087,21134,7166062.00,
500238,WHIRLPOOL   ,A ,Q,2240.00,2240.00,2174.00,2189.50,2193.00,2225.60,1480,7560,16580548.00,
500239,KG DENIM    ,X ,Q,29.40,29.90,27.65,27.85,28.00,29.40,30,3220,89472.00,
500240,KINETIC ENG.,XT,Q,40.65,42.50,39.25,42.30,42.50,41.00,27,4255,175176.00,
500241,KIRL.BROS.  ,B ,Q,255.00,268.15,243.85,251.80,252.60,259.70,556,11197,2853292.00,
500243,KIRL INDUS  ,B ,Q,1264.25,1264.25,1248.00,1262.75,1262.75,1254.90,7,17,21382.00,
500245,KIRL.FERROUS,B ,Q,174.00,190.00,171.75,189.20,189.20,173.45,3129,161094,29742951.00,
500246,ENVAIN ELECT,XT,Q,34.20,34.20,34.05,34.05,34.05,32.65,2,26,885.00,
500247,KOTAK MAH.BK,A ,Q,1790.00,1795.00,1734.60,1759.50,1759.50,1804.45,4368,65522,115069866.00,
500249,KSB         ,A ,Q,872.85,900.00,861.25,878.90,884.15,892.05,467,1920,1691982.00,
500250,L.G.BALKRISH,A ,Q,316.00,322.00,307.25,316.50,316.50,310.20,766,12776,4018216.00,
500251,TRENT LTD.  ,A ,Q,750.00,750.00,722.15,728.70,727.00,751.75,3150,39423,28753634.00,
500252,LAXMIMACH   ,A ,Q,6884.95,6920.90,6665.00,6673.45,6670.00,6876.65,310,4240,28351287.00,
500253,LIC HOUS.FIN,A ,Q,432.50,432.50,412.00,418.35,417.65,432.80,2149,119758,50136883.00,
500257,LUPIN LTD.  ,A ,Q,1022.25,1031.00,1007.05,1029.05,1029.00,1027.90,3253,137659,140348552.00,
500259,LYKA LABS   ,T ,Q,28.20,28.65,27.55,28.60,28.65,27.30,55,9800,279349.00,
500260,RAMCOCEM    ,A ,Q,1025.30,1026.90,980.00,1008.95,1006.00,1026.60,1303,31463,31517108.00,
500264,MAFATLAL IND,X ,Q,92.00,92.00,89.00,90.05,91.00,91.15,23,316,28447.00,
500265,MAH.SEAMLESS,A ,Q,281.30,283.80,276.80,276.95,276.80,283.95,312,8845,2456356.00,
500266,MAH.SCOOTER ,A ,Q,3516.00,3620.00,3450.00,3464.70,3476.50,3612.70,433,1335,4649495.00,
500267,MAJESTIC AUT,X ,Q,105.40,108.00,102.05,103.30,102.50,105.30,43,3040,317367.00,
500268,MANALI PETRO,B ,Q,68.00,71.70,65.00,71.70,71.70,65.20,3698,621545,43162227.00,
500271,MFSL        ,A ,Q,879.95,879.95,853.15,868.30,870.75,879.95,670,21457,18544030.00,
500277,MID INDIA IN,XT,Q,3.50,3.64,3.50,3.64,3.64,3.57,8,5117,17925.00,
500279,MIRC ELECT  ,T ,Q,13.60,14.85,13.60,14.30,14.30,14.15,282,158596,2279554.00,
500280,CENTURY ENKA,B ,Q,253.10,253.10,247.45,251.95,249.40,257.45,86,1550,387168.00,
500284,LORDS CHLORO,X ,Q,31.65,31.65,30.10,30.30,30.30,31.65,5,160,4884.00,
500285,SPICEJET LTD,A ,Q,71.90,71.90,68.05,68.80,68.80,72.15,2371,373430,25779480.00,
500288,MOREPEN LAB.,A ,Q,35.90,35.90,31.90,32.60,32.70,34.10,1349,357781,11839947.00,
500290,MRF LTD.    ,A ,Q,82500.05,83317.00,81278.30,81536.45,81692.50,83172.20,800,1103,90302988.00,
500292,HEIDEL CEM  ,A ,Q,238.85,238.85,232.35,234.65,235.35,238.85,286,10874,2551631.00,
500294,NCC         ,A ,Q,82.30,82.30,76.85,78.35,78.35,81.10,2485,405556,32017025.00,
500295,VEDL        ,A ,Q,230.50,232.90,228.95,231.70,231.70,231.15,2321,454211,104784800.00,
500296,NAHAR SPG.  ,B ,Q,105.65,105.65,102.70,103.75,103.00,104.10,56,2861,295300.00,
500298,NAT.PEROXIDE,A ,Q,2298.00,2398.50,2280.00,2323.35,2323.35,2281.15,3471,35201,82167977.00,
500300,GRASIM IND. ,A ,Q,1455.00,1472.40,1425.00,1446.50,1443.60,1455.45,2554,67879,98152600.00,
500302,PEL         ,A ,Q,1805.00,1805.00,1690.10,1744.50,1746.00,1776.25,2879,438393,763862501.00,
500304,NIIT LTD.   ,A ,Q,180.00,194.20,177.00,188.35,188.35,165.35,9335,403382,76085082.00,
500306,JAYKAY      ,XT,Q,39.30,39.30,39.30,39.30,39.30,38.55,65,70324,2763733.00,
500307,NIRLON      ,A ,Q,273.20,277.00,262.40,267.95,271.00,270.10,44,10857,2961534.00,
500312,ONGC CORPN  ,A ,Q,102.50,104.40,99.45,103.40,103.40,104.20,5254,898859,91583478.00,
500314,ORIENT HOTEL,B ,Q,22.50,22.50,22.20,22.20,22.20,22.70,19,1503,33629.00,
500317,OSWAL AGRO. ,B ,Q,10.13,10.21,9.82,9.93,9.93,10.11,63,16330,163743.00,
500319,INDIAN SUCRO,X ,Q,22.80,22.80,21.80,22.25,22.25,22.80,12,576,12702.00,
500325,RELIANCE    ,A ,Q,2025.00,2025.00,1961.85,1992.80,1992.80,2021.70,15352,253365,502625230.00,
500327,PILITA      ,B ,Q,18.45,19.30,17.55,17.80,17.65,18.45,159,40660,732069.00,
500329,PENTAMED.G  ,Z ,Q,0.25,0.25,0.24,0.25,0.25,0.24,34,36115,8996.00,
500330,RAYMOND     ,A ,Q,368.80,368.80,347.85,350.95,350.00,368.40,841,35108,12400133.00,
500331,PIDILITE    ,A ,Q,1829.00,1840.85,1770.00,1798.20,1798.20,1822.75,1693,27041,48672267.00,
500333,PIX TRANS   ,X ,Q,352.00,352.00,331.00,343.35,347.00,345.75,125,5300,1792297.00,
500335,BIRLA CORPN.,A ,Q,987.00,997.10,946.00,963.35,971.00,973.15,715,8737,8470376.00,
500336,SURYA ROSHNI,A ,Q,357.60,360.30,344.25,352.55,352.00,357.70,1136,34895,12355509.00,
500337,PRIME SECUR.,T ,Q,41.60,42.00,41.45,41.50,41.50,43.35,26,134693,5622862.00,
500338,PRSMJOHNSN  ,A ,Q,135.25,136.45,123.25,131.70,130.50,134.05,544,60126,7698410.00,
500339,RAIN        ,A ,Q,149.00,153.40,145.25,147.10,147.10,150.00,3017,424375,62769484.00,
500343,AMJLAND     ,B ,Q,21.50,23.30,21.30,23.25,23.25,23.00,11,3091,70513.00,
500346,PUN.COMMUNI.,B ,Q,19.85,22.20,18.65,21.75,22.20,20.20,26,2438,52384.00,
500350,RSWM  LTD   ,B ,Q,192.20,192.20,184.80,186.15,186.15,192.05,159,3120,579847.00,
500354,RAJSH.SUGAR ,T ,Q,17.10,18.70,17.10,18.10,18.55,17.90,22,3017,55441.00,
500355,RALLIS INDIA,A ,Q,261.90,261.90,252.50,256.65,258.20,259.60,589,11768,3006677.00,
500356,RAMANEWS    ,B ,Q,16.60,16.60,15.70,16.00,16.30,16.70,28,4312,69457.00,
500357,RAMA PAPER  ,XT,Q,14.22,14.75,14.22,14.75,14.75,14.51,15,3490,49750.00,
500360,RAPICUT CARB,X ,Q,24.50,25.55,24.10,25.55,25.55,25.55,5,52,1257.00,
500365,WELSPLSOL   ,X ,Q,14.07,15.49,13.81,14.29,14.29,14.07,557,575903,8308188.00,
500366,ROLTA (I)   ,B ,Q,3.35,3.50,3.35,3.50,3.50,3.34,309,11291,39191.00,
500367,RUBFILA INT.,X ,Q,59.30,61.50,58.00,59.30,59.45,59.35,158,25463,1506572.00,
500368,RUCHI SOYA  ,B ,Q,691.00,707.05,677.10,707.05,707.05,673.40,801,15284,10724069.00,
500370,SALORA INT. ,XT,Q,39.20,41.00,39.15,39.15,39.15,39.15,18,2755,108872.00,
500378,JINDAL SAW  ,A ,Q,75.00,77.90,73.20,74.55,75.00,76.65,627,86486,6509097.00,
500380,JK LAKSHMI  ,A ,Q,431.00,436.00,415.25,424.95,428.80,438.65,613,10705,4522737.00,
500387,SHREE CEMENT,A ,Q,29800.00,30620.60,29633.55,30372.35,30372.35,29977.75,2687,5939,179201431.00,
500390,REL INFRA   ,A ,Q,39.00,40.60,37.55,39.05,39.05,38.15,2407,508016,19734890.00,
500399,STEELCO GUJ.,Z ,Q,1.67,1.67,1.67,1.67,1.67,1.75,7,10949,18284.00,
500400,TATA POWER  ,A ,Q,105.30,105.50,100.50,103.35,103.35,105.05,10253,3158517,325165395.00,
500402,SPMLINFRA   ,B ,Q,9.69,10.75,9.62,9.62,9.62,9.84,33,10701,109126.00,
500403,SUNDARAM FAS,A ,Q,795.00,800.10,755.00,758.25,763.35,795.40,430,4763,3673541.00,
500404,SUNFLAG IRON,A ,Q,68.40,69.20,63.50,65.45,65.45,67.85,594,66419,4370212.00,
500405,SUPREME PET ,A ,Q,395.00,427.70,395.00,424.50,425.00,421.85,185,53530,22582582.00,
500407,SWARAJ ENGIN,A ,Q,1343.30,1343.30,1308.20,1314.60,1313.45,1323.10,43,175,230895.00,
500408,TATA ELXSI  ,A ,Q,2775.10,2870.00,2758.75,2855.15,2855.15,2770.60,3421,43219,121579762.00,
500410,ACC LTD     ,A ,Q,1900.00,1937.00,1872.20,1894.60,1894.60,1913.90,2700,39251,74821870.00,
500411,THERMAX     ,A ,Q,1320.20,1337.40,1278.50,1291.85,1292.00,1326.40,413,1961,2544923.00,
500412,THIRUMALAI  ,A ,Q,88.95,89.15,86.40,87.60,87.05,89.20,648,51637,4520171.00,
500413,THOMAS COOK ,A ,Q,48.20,49.25,46.85,47.55,47.40,49.30,977,109938,5225567.00,
500414,TIMEX GROUP ,X ,Q,27.50,28.90,27.10,28.50,28.50,27.95,55,22313,630201.00,
500418,TOKYO PLAST ,B ,Q,70.05,71.70,67.55,70.05,70.05,70.55,9,269,18793.00,
500420,TORRENT PHAR,A ,Q,2545.15,2551.70,2495.00,2520.30,2520.00,2549.35,747,8393,21137254.00,
500422,TRANSCHEM   ,X ,Q,17.50,17.50,15.00,15.50,15.45,17.05,36,4945,78369.00,
500425,AMBUJA CEME ,A ,Q,312.00,314.80,301.80,305.95,305.95,309.80,2769,209882,64453746.00,
500426,UTLINDS     ,XT,Q,14.35,14.40,13.51,14.32,14.39,14.22,28,6084,86560.00,
500429,UNIPHOS ENT.,B ,Q,86.00,87.00,81.65,86.55,85.00,86.00,143,9272,790057.00,
500439,VARD HOLDNG ,B ,Q,1829.70,1829.70,1735.60,1752.30,1752.30,1775.85,7,19,33522.00,
500440,HINDALCO    ,A ,Q,350.00,352.85,338.25,350.40,350.40,350.15,3783,448589,155668891.00,
500444,WEST COAS PA,A ,Q,244.20,244.20,228.50,236.65,236.65,247.85,829,16480,3858448.00,
500449,HIND.ORG.CHM,T ,Q,41.00,41.00,38.00,39.45,39.60,39.35,342,66055,2590228.00,
500456,PAS.ACRYLON ,X ,Q,14.60,16.85,14.33,14.89,14.89,15.00,91,17231,253065.00,
500458,KORE        ,XT,Q,2.03,2.03,1.93,1.93,1.93,2.03,6,10309,20896.00,
500459,PROCTER &GAM,A ,Q,12650.00,12650.00,12257.85,12528.50,12547.20,12588.20,161,231,2868660.00,
500460,MUKAND LTD. ,B ,Q,90.00,92.90,81.40,84.10,83.00,89.50,2384,196980,17223369.00,
500463,AGCNET      ,B ,Q,1397.95,1413.65,1301.00,1394.05,1413.65,1346.35,331,5888,8235739.00,
500464,UCAL FUEL   ,B ,Q,144.00,145.60,140.55,142.20,142.20,146.15,231,5770,821461.00,
500467,HARR.MALAYAL,B ,Q,143.50,147.00,138.90,140.30,138.90,141.55,457,18927,2681199.00,
500469,FEDERAL BANK,A ,Q,79.00,79.00,74.40,76.45,76.45,78.85,2377,1076278,81709348.00,
500470,TATA STEEL  ,A ,Q,863.95,877.75,837.40,867.40,867.40,862.85,23255,1287287,1105679840.00,
500472,SKF INDIA   ,A ,Q,2238.70,2240.00,2170.00,2180.75,2184.00,2215.80,232,587,1284179.00,
500477,ASHOK LEYL. ,A ,Q,117.80,117.80,110.80,113.40,113.40,118.10,6353,1308111,148437589.00,
500480,CUMMINS (I) ,A ,Q,881.10,904.05,869.90,882.50,883.95,895.80,1992,74233,65516313.00,
500483,TATA COMM   ,A ,Q,1124.45,1132.45,1081.30,1113.35,1113.35,1124.45,2447,654843,715428436.00,
500488,ABBOTT (I)  ,A ,Q,15000.00,15197.00,14911.40,15153.20,15197.00,14955.25,153,280,4212988.00,
500490,BAJ HOLD INV,A ,Q,3310.50,3363.45,3274.20,3290.45,3290.00,3350.50,743,2741,9050344.00,
500493,BHARAT FORGE,A ,Q,615.00,636.40,590.00,608.35,609.55,612.95,1511,60093,36297922.00,
500495,ESCORTS LTD.,A ,Q,1273.00,1274.25,1229.70,1235.25,1235.25,1273.80,2387,47488,59211828.00,
500500,HIND.MOTORS ,T ,Q,7.07,7.07,6.50,6.80,6.80,6.74,30,4977,34384.00,
500510,LARSEN & TOU,A ,Q,1444.00,1444.00,1382.00,1403.55,1403.55,1444.55,5084,98093,137575798.00,
500520,MAH & MAH   ,A ,Q,809.50,809.50,769.70,774.35,774.35,808.05,11978,213252,166564178.00,
500530,BOSCH LTD   ,A ,Q,14160.00,14249.90,13825.00,14031.25,14040.15,14155.90,455,1063,14859857.00,
500540,PREMIER LTD ,T ,Q,2.62,2.62,2.51,2.51,2.51,2.64,3,1451,3711.00,
500547,BHARAT PET. ,A ,Q,433.65,436.95,421.25,427.95,427.95,437.55,11029,466433,199103306.00,
500550,SIEMENS LTD.,A ,Q,1859.75,1861.20,1806.75,1823.25,1815.60,1859.90,992,10691,19544436.00,
500570,TATA MOTORS ,A ,Q,307.90,311.65,297.20,305.05,305.05,307.60,24726,4112463,1249832873.00,
500575,VOLTAS LTD  ,A ,Q,1003.00,1008.00,961.65,976.45,977.85,1005.25,1934,49925,48986816.00,
500620,GREAT EASTE ,A ,Q,310.95,314.05,297.50,302.05,302.50,316.05,534,13597,4132873.00,
500645,DEEPAK FERT.,A ,Q,237.00,237.00,224.00,225.35,225.35,234.60,1595,73732,16753002.00,
500650,EXCEL INDUST,A ,Q,841.00,870.00,825.25,841.05,839.35,855.00,595,5453,4646913.00,
500655,GARWARE POLY,X ,Q,700.85,725.00,690.00,713.65,716.00,700.85,235,6549,4595821.00,
500660,GLAXOSMITH  ,A ,Q,1463.00,1463.00,1400.00,1404.30,1407.35,1425.55,363,2038,2889831.00,
